Prow	Ppos	Dia_20	Gkva_10	Gkva_20	Hjd_20	Hjd_3	Host_10	Klyk_10	Klyk_20	Lev_3	Planta	Rad	Rak_10	Rak_20	Ruta	Sortnr	Vit_20	Vit_3	Origin	Trial
6	1	5.4	7	5	9.1	64	1	0	0	1	1	1	3	5	1	117	3	3	Sweden	F627
6	2	4.8	1	5	6.6	69	1	1	0	1	2	1	3	5	1	116	3	2	Sweden	F627
6	3	3.8	7	5	6.5	76	1	0	0	1	3	1	3	3	1	111	3	3	Sweden	F627
6	4	11.3	7	5	14.1	99	2	0	0	1	4	1	1	5	1	117	3	3	Sweden	F627
6	5	6.2	1	5	9.6	103	1	2	0	1	5	1	4	4	1	113	3	3	Sweden	F627
7	1	NA	1	NA	NA	110	1	1	NA	1	1	2	4	NA	1	111	0	3	Sweden	F627
7	2	10.9	7	5	13.7	57	2	1	0	1	2	2	2	5	1	115	3	3	Sweden	F627
7	3	10.5	9	5	13.9	76	2	0	0	1	3	2	2	5	1	110	3	3	Sweden	F627
7	4	12.3	1	5	15	135	1	1	1	1	4	2	4	5	1	119	3	3	Sweden	F627
7	5	11.2	7	5	14.2	87	2	0	0	1	5	2	2	5	1	112	3	3	Sweden	F627
8	1	NA	1	NA	NA	91	1	2	NA	1	1	3	5	NA	1	116	0	3	Sweden	F627
8	2	11	7	5	14.8	91	2	0	0	1	2	3	3	5	1	118	3	3	Sweden	F627
8	3	8.2	1	5	13.6	93	2	1	1	1	3	3	3	3	1	119	3	3	Sweden	F627
8	4	9.8	9	5	15	104	1	0	1	1	4	3	1	5	1	117	3	3	Sweden	F627
8	5	11	1	5	13.9	122	2	0	0	1	5	3	1	5	1	114	3	3	Sweden	F627
9	1	9.8	1	5	12.4	114	1	0	1	1	1	4	3	4	1	110	3	3	Sweden	F627
9	2	11.4	7	5	15.5	130	1	0	0	1	2	4	1	5	1	111	3	3	Sweden	F627
9	3	7.1	1	5	9.1	81	1	2	2	1	3	4	4	5	1	114	3	3	Sweden	F627
9	4	7.1	1	5	11.2	101	1	0	1	1	4	4	3	5	1	112	3	3	Sweden	F627
9	5	NA	5	NA	NA	51	2	2	NA	1	5	4	5	NA	1	118	0	2	Sweden	F627
10	1	7.4	7	5	12.6	61	1	0	0	1	1	5	2	4	1	118	3	2	Sweden	F627
10	2	10.1	7	5	14.6	66	2	0	0	1	2	5	2	5	1	116	3	3	Sweden	F627
10	3	9.5	1	5	13.4	92	2	0	1	1	3	5	3	4	1	116	3	3	Sweden	F627
10	4	4.8	5	5	7.7	114	1	1	2	1	4	5	3	5	1	111	1	3	Sweden	F627
10	5	15.1	1	5	15.9	90	3	2	1	1	5	5	3	5	1	114	3	3	Sweden	F627
11	1	10.5	5	5	14.5	118	3	0	0	1	1	1	2	5	2	10	3	3	Sweden	F627
11	2	10.6	1	5	14.5	105	3	0	0	1	2	1	3	4	2	10	3	3	Sweden	F627
11	3	9.6	1	5	14.3	120	4	1	0	1	3	1	3	5	2	10	3	3	Sweden	F627
11	4	12.1	1	5	15.3	116	5	0	0	1	4	1	2	5	2	10	3	3	Sweden	F627
11	5	9.8	1	5	14.4	92	4	0	0	1	5	1	3	3	2	10	3	3	Sweden	F627
12	1	12.7	1	5	17.1	57	3	0	0	1	1	2	2	3	2	10	3	3	Sweden	F627
12	2	8.1	5	5	13.3	95	4	1	0	1	2	2	3	4	2	10	3	3	Sweden	F627
12	3	10.9	5	5	15.1	104	4	1	0	1	3	2	3	5	2	10	3	3	Sweden	F627
12	4	8.3	7	5	14.4	105	4	1	0	1	4	2	3	4	2	10	3	3	Sweden	F627
12	5	12.5	7	5	14.9	121	5	0	0	1	5	2	3	4	2	10	3	3	Sweden	F627
13	1	6.6	7	5	10.6	65	2	1	2	1	1	3	3	5	2	10	3	3	Sweden	F627
13	2	12.6	1	5	16.2	87	4	2	2	1	2	3	4	3	2	10	3	3	Sweden	F627
13	3	3.5	1	5	6.5	61	4	0	2	1	3	3	3	5	2	10	2	3	Sweden	F627
13	4	5.5	1	5	7.7	122	3	1	4	1	4	3	3	5	2	10	3	3	Sweden	F627
13	5	9.9	1	5	15.6	119	5	0	0	1	5	3	2	5	2	10	3	3	Sweden	F627
14	1	10.5	1	5	14.1	83	5	1	0	1	1	4	2	5	2	10	3	3	Sweden	F627
14	2	8.9	5	5	13	89	4	2	2	1	2	4	3	5	2	10	3	3	Sweden	F627
14	3	9.1	1	5	14.4	70	5	1	0	1	3	4	3	5	2	10	3	3	Sweden	F627
14	4	8.6	7	5	12.3	70	4	0	0	1	4	4	3	3	2	10	3	3	Sweden	F627
14	5	9.9	1	5	12.9	111	4	0	1	1	5	4	2	4	2	10	3	3	Sweden	F627
15	1	16.7	5	5	16.4	109	4	0	0	1	1	5	3	4	2	10	3	3	Sweden	F627
15	2	10.9	5	5	16.2	84	4	0	0	1	2	5	2	3	2	10	3	3	Sweden	F627
15	3	NA	NA	NA	NA	NA	NA	NA	NA	0	3	5	NA	NA	2	10	0	0	Sweden	F627
15	4	11.2	5	5	15.4	105	4	1	0	1	4	5	3	3	2	10	3	3	Sweden	F627
15	5	10.2	7	5	15.2	92	4	0	0	1	5	5	1	6	2	10	3	3	Sweden	F627
16	1	5.7	1	5	12.1	50	1	0	1	1	1	1	4	5	3	1	3	3	Finland	F627
16	2	9	7	5	14.5	71	1	1	0	1	2	1	3	5	3	1	3	3	Finland	F627
16	3	11.3	7	5	16.5	83	1	0	0	1	3	1	2	5	3	1	3	3	Finland	F627
16	4	15.9	1	5	17.6	112	2	1	0	1	4	1	3	7	3	1	3	3	Finland	F627
16	5	13.9	7	5	16.4	106	1	1	1	1	5	1	3	5	3	1	3	3	Finland	F627
17	1	8.6	1	5	14.4	75	1	1	1	1	1	2	2	5	3	1	3	3	Finland	F627
17	2	6.4	9	5	13	60	1	0	1	1	2	2	3	5	3	1	3	3	Finland	F627
17	3	9.3	7	5	14.6	39	1	1	2	1	3	2	2	5	3	1	3	3	Finland	F627
17	4	10.2	1	5	15.3	72	1	0	0	1	4	2	2	7	3	1	3	3	Finland	F627
17	5	NA	9	NA	NA	46	1	0	NA	1	5	2	2	NA	3	1	0	3	Finland	F627
18	1	11.4	1	5	14.2	60	1	1	0	1	1	3	3	5	3	1	2	3	Finland	F627
18	2	11.7	7	7	17.7	54	1	0	0	1	2	3	3	7	3	1	3	3	Finland	F627
18	3	10	1	5	15.9	87	1	2	2	1	3	3	4	5	3	1	3	3	Finland	F627
18	4	3.2	7	5	7.2	60	1	1	1	1	4	3	4	5	3	1	2	3	Finland	F627
18	5	5.9	1	5	12.8	67	1	0	1	1	5	3	2	5	3	1	3	3	Finland	F627
19	1	14.6	1	5	16.1	81	2	1	1	1	1	4	4	5	3	1	3	3	Finland	F627
19	2	16.2	9	6	17.1	63	1	1	0	1	2	4	1	6	3	1	3	3	Finland	F627
19	3	11.3	7	5	15.9	79	1	1	0	1	3	4	3	5	3	1	3	3	Finland	F627
19	4	8.3	9	5	12.5	94	1	0	0	1	4	4	2	5	3	1	3	3	Finland	F627
19	5	9.1	7	5	14.4	79	1	0	0	1	5	4	2	5	3	1	3	3	Finland	F627
20	1	12	1	5	15	85	1	1	0	1	1	5	3	5	3	1	3	3	Finland	F627
20	2	9.2	1	5	13.9	47	1	0	1	1	2	5	2	5	3	1	3	3	Finland	F627
20	3	14.1	1	7	15.8	80	2	0	0	1	3	5	2	7	3	1	3	3	Finland	F627
20	4	7.3	7	5	12.4	83	1	2	3	1	4	5	3	5	3	1	3	3	Finland	F627
20	5	9.3	7	5	13.8	98	1	1	0	1	5	5	3	5	3	1	3	3	Finland	F627
21	1	5.6	7	5	11.5	108	1	1	1	1	1	1	3	4	4	128	3	3	Sweden	F627
21	2	10.8	7	5	14.6	77	1	0	0	1	2	1	2	5	4	127	3	3	Sweden	F627
21	3	6.2	7	5	10.4	70	1	1	1	1	3	1	3	5	4	129	3	3	Sweden	F627
21	4	NA	NA	NA	NA	42	NA	NA	NA	1	4	1	NA	NA	4	120	0	2	Sweden	F627
21	5	17	5	5	15.2	159	1	1	2	1	5	1	3	5	4	127	3	3	Sweden	F627
22	1	NA	1	NA	NA	65	1	1	NA	1	1	2	4	NA	4	126	0	3	Sweden	F627
22	2	6.5	1	5	12.2	102	1	1	0	1	2	2	3	5	4	121	3	3	Sweden	F627
22	3	NA	NA	NA	NA	71	NA	NA	NA	1	3	2	NA	NA	4	129	0	3	Sweden	F627
22	4	13.2	1	5	15.1	104	1	0	0	1	4	2	2	5	4	124	3	3	Sweden	F627
22	5	4.6	1	5	10.7	89	1	0	0	1	5	2	1	5	4	123	2	3	Sweden	F627
23	1	NA	NA	NA	NA	41	NA	NA	NA	1	1	3	NA	NA	4	122	0	3	Sweden	F627
23	2	12.8	1	5	15.5	62	1	1	1	1	2	3	2	5	4	124	3	3	Sweden	F627
23	3	12.8	1	5	13.7	75	1	2	0	1	3	3	5	5	4	123	3	3	Sweden	F627
23	4	8	7	5	13.6	82	1	1	1	1	4	3	3	5	4	128	3	3	Sweden	F627
23	5	7.1	1	5	9	127	1	1	2	1	5	3	3	5	4	122	3	3	Sweden	F627
24	1	6.1	9	5	10.7	103	1	1	0	1	1	4	3	5	4	126	3	3	Sweden	F627
24	2	7.4	1	5	12.9	93	1	0	0	1	2	4	2	5	4	121	3	3	Sweden	F627
24	3	4.8	1	5	10	59	1	1	1	1	3	4	4	5	4	123	3	3	Sweden	F627
24	4	NA	9	NA	NA	48	1	1	NA	1	4	4	3	NA	4	120	0	3	Sweden	F627
24	5	10.5	1	5	12.8	82	1	1	0	1	5	4	3	5	4	129	3	3	Sweden	F627
25	1	12.3	1	5	14.6	104	1	1	0	1	1	5	3	5	4	127	3	2	Sweden	F627
25	2	6.1	7	5	9.4	79	1	0	0	1	2	5	3	5	4	128	3	3	Sweden	F627
25	3	9.4	1	5	13.2	58	1	2	1	1	3	5	4	5	4	124	3	2	Sweden	F627
25	4	13.7	1	5	14.6	65	1	0	0	1	4	5	2	5	4	126	3	3	Sweden	F627
25	5	NA	5	NA	NA	77	1	2	NA	1	5	5	5	NA	4	125	0	3	Sweden	F627
6	6	NA	1	NA	NA	25	1	2	NA	1	1	1	5	NA	5	7	0	2	Sweden	F627
6	7	5.6	5	5	11.2	95	1	2	0	1	2	1	3	5	5	7	3	3	Sweden	F627
6	8	10.7	1	5	15.2	115	1	0	0	1	3	1	2	5	5	7	3	3	Sweden	F627
6	9	9.8	1	5	13.2	85	1	2	1	1	4	1	3	5	5	7	3	3	Sweden	F627
6	10	9.1	5	5	13.4	102	1	2	1	1	5	1	4	5	5	7	3	3	Sweden	F627
7	6	NA	1	NA	NA	81	1	1	NA	1	1	2	3	NA	5	7	0	3	Sweden	F627
7	7	8.4	7	5	14	94	2	1	1	1	2	2	2	5	5	7	3	3	Sweden	F627
7	8	12	1	5	14.6	102	1	1	0	1	3	2	3	5	5	7	3	3	Sweden	F627
7	9	6.3	7	5	11.5	89	2	1	1	1	4	2	2	5	5	7	3	3	Sweden	F627
7	10	12.2	5	5	13.1	122	1	0	0	1	5	2	1	5	5	7	3	3	Sweden	F627
8	6	NA	NA	NA	NA	56	NA	NA	NA	1	1	3	NA	NA	5	7	0	3	Sweden	F627
8	7	12.2	7	5	15.8	101	1	1	0	1	2	3	2	5	5	7	3	3	Sweden	F627
8	8	2.1	7	5	4.5	61	2	1	1	1	3	3	3	5	5	7	2	3	Sweden	F627
8	9	10.7	1	5	14.4	83	1	2	3	1	4	3	3	5	5	7	3	3	Sweden	F627
8	10	6.8	7	5	11.9	75	1	0	1	1	5	3	2	5	5	7	3	3	Sweden	F627
9	6	NA	1	NA	NA	64	1	1	NA	1	1	4	3	NA	5	7	0	3	Sweden	F627
9	7	6.4	5	5	10.2	88	1	1	1	1	2	4	3	5	5	7	3	3	Sweden	F627
9	8	5.9	1	5	11.3	83	1	0	2	1	3	4	2	5	5	7	3	3	Sweden	F627
9	9	NA	NA	NA	NA	NA	NA	NA	NA	0	4	4	NA	NA	5	7	0	0	Sweden	F627
9	10	6.2	7	5	10	56	1	1	0	1	5	4	3	5	5	7	3	3	Sweden	F627
10	6	12.1	1	5	15.9	91	2	2	2	1	1	5	4	5	5	7	3	3	Sweden	F627
10	7	2.4	1	5	5.7	66	1	2	1	1	2	5	4	5	5	7	2	3	Sweden	F627
10	8	8.7	1	5	13.7	82	1	1	1	1	3	5	3	5	5	7	3	3	Sweden	F627
10	9	9.7	7	5	13.9	94	1	1	0	1	4	5	2	5	5	7	3	3	Sweden	F627
10	10	7.9	1	5	12	115	1	1	2	1	5	5	3	5	5	7	3	3	Sweden	F627
11	6	11.5	9	5	14.6	121	1	0	1	1	1	1	1	5	6	6	3	3	Finland	F627
11	7	10.5	1	5	13.2	81	2	1	1	1	2	1	3	5	6	6	3	3	Finland	F627
11	8	10.1	1	5	12.4	85	1	2	2	1	3	1	3	5	6	6	3	3	Finland	F627
11	9	8.4	7	5	10.1	87	1	0	1	1	4	1	2	5	6	6	3	3	Finland	F627
11	10	7.6	1	5	9.8	76	1	2	2	1	5	1	3	5	6	6	3	3	Finland	F627
12	6	11.8	1	5	15.2	111	1	1	0	1	1	2	3	5	6	6	3	3	Finland	F627
12	7	8.4	1	5	12.3	54	1	0	1	1	2	2	3	5	6	6	3	3	Finland	F627
12	8	11.4	9	8	15.2	118	2	0	0	1	3	2	1	8	6	6	3	3	Finland	F627
12	9	11.5	1	5	13.6	112	1	1	2	1	4	2	3	5	6	6	3	3	Finland	F627
12	10	6.5	9	5	10.2	81	1	0	0	1	5	2	2	5	6	6	3	3	Finland	F627
13	6	NA	1	NA	NA	75	1	2	NA	1	1	3	4	NA	6	6	0	3	Finland	F627
13	7	2.6	1	5	6.1	54	1	1	1	1	2	3	3	5	6	6	2	3	Finland	F627
13	8	7.4	7	5	11.2	107	2	0	1	1	3	3	2	5	6	6	3	3	Finland	F627
13	9	10.4	1	5	13.7	88	1	0	0	1	4	3	3	6	6	6	3	3	Finland	F627
13	10	10.8	1	5	14.5	98	1	1	0	1	5	3	3	5	6	6	3	3	Finland	F627
14	6	5.2	1	5	8.8	61	1	0	1	1	1	4	2	5	6	6	3	3	Finland	F627
14	7	11.1	1	5	13.4	82	1	1	2	1	2	4	3	5	6	6	3	3	Finland	F627
14	8	10.6	1	5	12.3	91	2	1	2	1	3	4	2	5	6	6	3	3	Finland	F627
14	9	7.2	1	5	12.4	88	1	2	1	1	4	4	3	5	6	6	3	3	Finland	F627
14	10	10.7	1	5	14.2	73	1	0	1	1	5	4	2	5	6	6	3	3	Finland	F627
15	6	9	7	5	11.8	75	1	1	1	1	1	5	3	5	6	6	3	3	Finland	F627
15	7	7.1	7	5	12	81	1	0	1	1	2	5	1	5	6	6	3	3	Finland	F627
15	8	8.8	1	5	13.2	70	2	1	0	1	3	5	2	5	6	6	3	2	Finland	F627
15	9	NA	7	NA	NA	91	1	2	NA	1	4	5	4	NA	6	6	0	3	Finland	F627
15	10	11.6	5	5	13.6	88	1	1	1	1	5	5	2	5	6	6	3	3	Finland	F627
16	6	6.3	1	5	12.6	50	1	0	1	1	1	1	2	5	7	3	3	3	Finland	F627
16	7	10	9	5	15.6	66	1	1	1	1	2	1	2	5	7	3	3	3	Finland	F627
16	8	11.9	1	5	15.8	102	1	1	2	1	3	1	3	5	7	3	3	3	Finland	F627
16	9	9.8	9	5	15.1	89	1	1	1	1	4	1	2	6	7	3	3	3	Finland	F627
16	10	8.6	7	5	14.5	57	1	1	1	1	5	1	2	5	7	3	3	3	Finland	F627
17	6	11.6	1	5	17.4	56	1	1	1	1	1	2	2	5	7	3	3	2	Finland	F627
17	7	5.7	9	5	11.9	69	1	0	0	1	2	2	1	5	7	3	3	3	Finland	F627
17	8	11.8	1	5	17.9	91	2	0	1	1	3	2	3	5	7	3	3	3	Finland	F627
17	9	NA	NA	NA	NA	61	NA	NA	NA	1	4	2	NA	NA	7	3	0	3	Finland	F627
17	10	11.1	1	5	15	92	1	2	1	1	5	2	4	5	7	3	3	3	Finland	F627
18	6	11.8	1	5	17.3	82	2	1	1	1	1	3	3	5	7	3	3	3	Finland	F627
18	7	5.8	9	5	11.1	72	1	1	1	1	2	3	2	5	7	3	3	3	Finland	F627
18	8	7.6	7	5	14.8	80	1	1	1	1	3	3	2	5	7	3	3	3	Finland	F627
18	9	11.8	5	5	15.5	119	3	0	1	1	4	3	3	5	7	3	3	3	Finland	F627
18	10	15.3	1	5	18.5	94	2	1	1	1	5	3	2	7	7	3	3	3	Finland	F627
19	6	15.4	1	5	17.7	83	2	2	1	1	1	4	3	5	7	3	3	3	Finland	F627
19	7	14.1	1	5	18	82	2	1	1	1	2	4	2	5	7	3	3	3	Finland	F627
19	8	12.1	1	5	16.8	101	1	0	0	1	3	4	1	5	7	3	3	3	Finland	F627
19	9	7.7	7	5	15.1	61	1	0	0	1	4	4	1	5	7	3	3	3	Finland	F627
19	10	NA	NA	NA	NA	NA	NA	NA	NA	0	5	4	NA	NA	7	3	0	0	Finland	F627
20	6	7.1	7	5	NA	51	1	0	0	1	1	5	1	5	7	3	2	3	Finland	F627
20	7	14.3	1	5	17.1	112	2	2	2	1	2	5	4	5	7	3	3	3	Finland	F627
20	8	11.9	1	5	16.2	87	1	1	0	1	3	5	2	5	7	3	3	3	Finland	F627
20	9	18.2	7	5	17.4	116	2	1	1	1	4	5	2	5	7	3	3	3	Finland	F627
20	10	14.6	1	5	18.4	101	2	1	0	1	5	5	2	5	7	3	3	3	Finland	F627
21	6	3.9	7	5	7.4	85	1	2	1	1	1	1	5	5	8	149	3	3	Sweden	F627
21	7	5.7	1	5	7.7	91	2	2	1	1	2	1	4	5	8	149	3	3	Sweden	F627
21	8	NA	NA	NA	NA	NA	NA	NA	NA	0	3	1	NA	NA	8	146	0	0	Sweden	F627
21	9	4.9	1	5	6.8	70	1	1	1	1	4	1	3	3	8	146	2	3	Sweden	F627
21	10	6	7	5	9.3	72	1	1	1	1	5	1	2	5	8	144	3	3	Sweden	F627
22	6	11.8	1	3	11.6	67	1	0	1	1	1	2	2	5	8	148	3	3	Sweden	F627
22	7	6.7	7	5	8.9	80	2	1	1	1	2	2	3	5	8	140	3	3	Sweden	F627
22	8	8.7	1	5	8.8	81	2	1	2	1	3	2	3	5	8	140	3	3	Sweden	F627
22	9	4.3	1	5	6.4	76	1	1	1	1	4	2	3	5	8	146	3	3	Sweden	F627
22	10	9.8	7	5	12.2	97	1	0	1	1	5	2	1	5	8	142	3	3	Sweden	F627
23	6	NA	7	NA	NA	75	1	2	NA	1	1	3	5	NA	8	143	0	1	Sweden	F627
23	7	13	5	5	13.6	102	2	0	0	1	2	3	3	5	8	147	3	3	Sweden	F627
23	8	8.1	1	4	10.8	86	1	0	0	1	3	3	2	5	8	145	3	3	Sweden	F627
23	9	NA	7	NA	NA	85	1	1	NA	1	4	3	3	NA	8	149	0	3	Sweden	F627
23	10	NA	NA	NA	NA	75	NA	NA	NA	1	5	3	NA	NA	8	148	0	1	Sweden	F627
24	6	11.5	1	5	12.9	89	1	1	1	1	1	4	3	5	8	143	3	3	Sweden	F627
24	7	6	1	5	9.9	88	2	1	1	1	2	4	3	5	8	146	3	3	Sweden	F627
24	8	8	1	5	8.1	93	1	2	1	1	3	4	2	5	8	144	3	3	Sweden	F627
24	9	6.3	1	5	9.8	108	1	1	1	1	4	4	5	3	8	145	3	3	Sweden	F627
24	10	NA	NA	NA	NA	NA	NA	NA	NA	0	5	4	NA	NA	8	140	0	0	Sweden	F627
25	6	8.8	1	5	13.4	47	2	0	2	1	1	5	3	5	8	148	3	1	Sweden	F627
25	7	12	7	5	14.1	65	1	0	0	1	2	5	3	5	8	144	3	3	Sweden	F627
25	8	9.9	7	5	12.1	123	2	1	1	1	3	5	2	5	8	142	3	3	Sweden	F627
25	9	10.1	1	5	12.8	59	1	0	1	1	4	5	2	5	8	145	3	3	Sweden	F627
25	10	NA	1	NA	NA	53	1	2	NA	1	5	5	5	NA	8	142	0	1	Sweden	F627
6	11	10	1	5	15.1	130	1	1	1	1	1	1	3	5	9	2	2	3	Finland	F627
6	12	NA	7	NA	NA	87	1	1	NA	1	2	1	3	NA	9	2	0	3	Finland	F627
6	13	3.4	7	5	6.8	87	1	1	0	1	3	1	3	5	9	2	3	3	Finland	F627
6	14	4.5	1	5	7.5	100	1	2	2	1	4	1	4	5	9	2	3	3	Finland	F627
6	15	NA	1	NA	NA	79	1	1	NA	1	5	1	4	NA	9	2	0	3	Finland	F627
7	11	9.3	5	5	13.6	132	1	1	1	1	1	2	3	5	9	2	3	3	Finland	F627
7	12	6.1	1	5	12.4	75	1	1	0	1	2	2	3	4	9	2	3	3	Finland	F627
7	13	4.6	9	5	9.8	92	1	0	1	1	3	2	2	5	9	2	3	3	Finland	F627
7	14	8.9	1	5	12	88	1	1	1	1	4	2	2	5	9	2	3	3	Finland	F627
7	15	5.3	5	5	9.8	104	2	2	2	1	5	2	5	5	9	2	3	3	Finland	F627
8	11	NA	NA	NA	NA	103	NA	NA	NA	1	1	3	NA	NA	9	2	0	3	Finland	F627
8	12	8.9	1	5	14.8	127	1	1	1	1	2	3	3	5	9	2	3	3	Finland	F627
8	13	6.9	7	5	12.7	81	2	0	0	1	3	3	2	5	9	2	3	3	Finland	F627
8	14	11.5	7	5	13.5	115	1	2	1	1	4	3	4	5	9	2	3	3	Finland	F627
8	15	NA	1	NA	NA	86	1	0	NA	1	5	3	2	NA	9	2	0	3	Finland	F627
9	11	9.8	1	5	13.8	84	1	0	0	1	1	4	3	5	9	2	3	3	Finland	F627
9	12	11.5	5	5	14.1	103	2	0	1	1	2	4	3	5	9	2	3	3	Finland	F627
9	13	8.3	7	5	12.2	89	1	1	1	1	3	4	2	5	9	2	3	3	Finland	F627
9	14	10.2	1	5	13.5	94	1	1	1	1	4	4	2	5	9	2	3	3	Finland	F627
9	15	7.1	9	5	13.1	70	1	1	1	1	5	4	3	5	9	2	2	3	Finland	F627
10	11	7.3	9	5	13.3	90	1	0	1	1	1	5	1	5	9	2	3	3	Finland	F627
10	12	8	1	3	13.8	104	2	1	2	1	2	5	2	5	9	2	3	3	Finland	F627
10	13	14.4	5	5	15.1	88	2	0	0	1	3	5	3	5	9	2	3	3	Finland	F627
10	14	9.6	1	5	14	102	1	1	1	1	4	5	2	5	9	2	3	3	Finland	F627
10	15	6.5	9	5	11.7	71	1	1	0	1	5	5	2	5	9	2	3	3	Finland	F627
11	11	9.3	1	5	13.6	110	1	0	2	1	1	1	3	5	10	8	3	3	Sweden	F627
11	12	8	1	5	12.4	79	1	1	0	1	2	1	3	5	10	8	3	3	Sweden	F627
11	13	NA	NA	NA	NA	NA	NA	NA	NA	0	3	1	NA	NA	10	8	0	0	Sweden	F627
11	14	NA	NA	NA	NA	NA	NA	NA	NA	0	4	1	NA	NA	10	8	0	0	Sweden	F627
11	15	8.8	1	5	13.1	96	1	1	3	1	5	1	3	5	10	8	3	3	Sweden	F627
12	11	8.9	1	5	14.1	90	1	0	0	1	1	2	3	5	10	8	3	3	Sweden	F627
12	12	12.1	5	5	14.2	95	1	0	1	1	2	2	2	5	10	8	3	3	Sweden	F627
12	13	6	1	5	10.6	80	1	0	2	1	3	2	3	5	10	8	2	3	Sweden	F627
12	14	6.4	7	5	10.5	74	1	0	1	1	4	2	2	5	10	8	2	3	Sweden	F627
12	15	9	1	5	13.9	101	1	0	1	1	5	2	2	5	10	8	3	3	Sweden	F627
13	11	7.3	7	5	12.5	100	1	0	1	1	1	3	1	5	10	8	3	3	Sweden	F627
13	12	9.9	1	5	12.4	128	1	2	2	1	2	3	2	5	10	8	3	3	Sweden	F627
13	13	NA	1	NA	NA	61	1	1	NA	1	3	3	3	NA	10	8	0	3	Sweden	F627
13	14	9.8	1	5	13.4	110	2	2	1	1	4	3	4	5	10	8	3	3	Sweden	F627
13	15	5.6	7	5	11	81	1	0	0	1	5	3	2	5	10	8	2	3	Sweden	F627
14	11	9.8	1	5	14.1	99	1	1	2	1	1	4	2	5	10	8	3	3	Sweden	F627
14	12	6.2	1	5	11.8	96	1	0	1	1	2	4	3	5	10	8	3	3	Sweden	F627
14	13	8.6	1	5	14.6	86	1	0	1	1	3	4	2	5	10	8	3	3	Sweden	F627
14	14	9.9	1	5	15.4	97	1	1	0	1	4	4	2	5	10	8	3	3	Sweden	F627
14	15	12.1	5	5	14.9	86	2	1	2	1	5	4	3	5	10	8	3	3	Sweden	F627
15	11	NA	7	NA	NA	98	1	1	NA	1	1	5	3	NA	10	8	0	3	Sweden	F627
15	12	6.9	5	5	9.8	94	1	1	2	1	2	5	3	5	10	8	3	3	Sweden	F627
15	13	8.1	7	5	14.2	94	1	0	1	1	3	5	3	5	10	8	3	3	Sweden	F627
15	14	12.7	5	5	14.4	95	1	2	0	1	4	5	3	5	10	8	3	3	Sweden	F627
15	15	NA	1	NA	NA	43	1	1	NA	1	5	5	4	NA	10	8	0	3	Sweden	F627
16	11	14.9	5	5	16.8	117	2	0	0	1	1	1	1	5	11	4	3	3	Finland	F627
16	12	13.8	1	5	15.7	115	1	0	1	1	2	1	1	5	11	4	3	3	Finland	F627
16	13	14.3	1	5	17	86	1	0	0	1	3	1	1	7	11	4	3	3	Finland	F627
16	14	14.9	1	5	17.1	91	2	2	0	1	4	1	3	5	11	4	3	3	Finland	F627
16	15	10.8	1	5	14.3	73	2	0	0	1	5	1	2	5	11	4	3	3	Finland	F627
17	11	4.9	7	5	8	86	1	1	3	1	1	2	3	5	11	4	2	3	Finland	F627
17	12	10.6	7	5	15.9	123	1	0	1	1	2	2	4	3	11	4	3	3	Finland	F627
17	13	8.4	7	5	15.9	57	2	1	2	1	3	2	2	5	11	4	3	3	Finland	F627
17	14	5.6	9	5	11.7	52	1	0	1	1	4	2	3	5	11	4	3	3	Finland	F627
17	15	12.9	1	5	16	91	1	0	0	1	5	2	2	5	11	4	3	3	Finland	F627
18	11	16.2	5	5	19.5	108	3	1	1	1	1	3	3	5	11	4	3	3	Finland	F627
18	12	8.1	7	5	15	78	1	1	1	1	2	3	2	5	11	4	3	3	Finland	F627
18	13	12.5	5	5	15.6	102	2	1	2	1	3	3	3	5	11	4	3	3	Finland	F627
18	14	9	1	5	14.4	77	2	1	1	1	4	3	3	5	11	4	3	3	Finland	F627
18	15	11.5	1	5	15.9	85	2	1	1	1	5	3	2	5	11	4	3	3	Finland	F627
19	11	12.7	7	5	18.8	84	2	1	1	1	1	4	2	5	11	4	3	3	Finland	F627
19	12	11.5	1	5	17.1	65	1	1	1	1	2	4	2	5	11	4	3	3	Finland	F627
19	13	8.4	7	5	15.1	53	1	0	0	1	3	4	2	5	11	4	3	2	Finland	F627
19	14	NA	NA	NA	NA	63	NA	NA	NA	1	4	4	NA	NA	11	4	0	3	Finland	F627
19	15	14.5	1	5	19	96	1	0	0	1	5	4	1	5	11	4	3	3	Finland	F627
20	11	7.6	7	5	12.4	87	1	0	0	1	1	5	1	5	11	4	3	3	Finland	F627
20	12	14.3	1	5	18.5	113	1	1	1	1	2	5	3	5	11	4	3	3	Finland	F627
20	13	9.9	5	5	14.2	94	1	1	1	1	3	5	4	5	11	4	3	3	Finland	F627
20	14	9.8	9	5	16.3	75	1	0	2	1	4	5	2	5	11	4	3	3	Finland	F627
20	15	12.9	7	5	17.2	83	1	0	1	1	5	5	2	5	11	4	3	3	Finland	F627
21	11	14.4	5	5	18.3	139	4	0	2	1	1	1	2	5	12	10	3	3	Sweden	F627
21	12	8.5	7	5	15.7	140	4	1	2	1	2	1	4	5	12	10	3	2	Sweden	F627
21	13	10.4	5	5	15	107	4	2	2	1	3	1	3	5	12	10	3	2	Sweden	F627
21	14	NA	NA	NA	NA	NA	NA	NA	NA	0	4	1	NA	NA	12	10	0	0	Sweden	F627
