Prow	Ppos	Dia_20	Gkva_10	Gkva_20	Hjd_20	Hjd_3	Host_10	Klyk_10	Klyk_20	Lev_3	Planta	Rad	Rak_10	Rak_20	Ruta	Sortnr	Vit_20	Vit_3	Origin	Trial
1	36	NA	NA	NA	NA	71	NA	NA	NA	1	1	1	NA	NA	31	7	0	3	Sweden	F627
1	37	5	7	5	9	33	2	1	1	1	2	1	3	5	31	7	3	1	Sweden	F627
1	38	6.8	1	5	9.9	70	1	0	2	1	3	1	3	5	31	7	3	3	Sweden	F627
1	39	6.7	7	5	8.5	78	1	0	1	1	4	1	2	5	31	7	3	3	Sweden	F627
1	40	3.8	1	5	6.4	69	2	1	0	1	5	1	3	5	31	7	3	3	Sweden	F627
2	36	7.9	1	5	12.5	90	1	1	2	1	1	2	3	5	31	7	3	3	Sweden	F627
2	37	9.1	1	5	11.4	79	2	1	1	1	2	2	2	5	31	7	3	3	Sweden	F627
2	38	7.3	9	5	10.5	63	1	0	0	1	3	2	2	4	31	7	3	3	Sweden	F627
2	39	11.5	7	5	13.8	93	4	1	0	1	4	2	2	5	31	7	3	3	Sweden	F627
2	40	7.6	7	5	11.6	102	1	0	0	1	5	2	1	5	31	7	3	3	Sweden	F627
3	36	10.9	5	5	14.5	70	2	0	2	1	1	3	3	5	31	7	3	3	Sweden	F627
3	37	9.5	5	5	12.7	92	1	0	2	1	2	3	2	5	31	7	3	3	Sweden	F627
3	38	NA	NA	NA	NA	17	NA	NA	NA	1	3	3	NA	NA	31	7	0	2	Sweden	F627
3	39	14	1	5	15.3	93	2	0	0	1	4	3	1	7	31	7	3	3	Sweden	F627
3	40	12.9	7	5	14.2	93	4	1	0	1	5	3	2	5	31	7	3	3	Sweden	F627
4	36	7	9	5	12	74	1	0	0	1	1	4	1	5	31	7	3	3	Sweden	F627
4	37	8	9	5	11.2	93	1	0	0	1	2	4	2	5	31	7	3	3	Sweden	F627
4	38	2.2	7	5	5.5	88	1	1	1	1	3	4	4	5	31	7	2	3	Sweden	F627
4	39	8.6	1	5	11.5	95	2	2	1	1	4	4	4	5	31	7	3	3	Sweden	F627
4	40	7.2	1	5	9.6	78	1	0	1	1	5	4	3	5	31	7	3	3	Sweden	F627
5	36	9.8	1	5	13.6	90	1	1	0	1	1	5	2	5	31	7	3	3	Sweden	F627
5	37	12.2	9	5	14.4	98	2	0	0	1	2	5	1	5	31	7	3	3	Sweden	F627
5	38	10.6	1	5	11.6	87	1	2	2	1	3	5	4	5	31	7	3	3	Sweden	F627
5	39	NA	NA	NA	NA	NA	NA	NA	NA	0	4	5	NA	NA	31	7	0	0	Sweden	F627
5	40	6.7	5	5	9.6	61	3	1	0	1	5	5	3	5	31	7	3	3	Sweden	F627
6	36	11.4	5	5	16.2	109	1	2	1	1	1	1	3	5	32	1	3	3	Finland	F627
6	37	11.8	9	5	15.8	101	2	0	0	1	2	1	2	5	32	1	3	3	Finland	F627
6	38	6.6	7	5	9.9	80	1	1	1	1	3	1	2	5	32	1	3	3	Finland	F627
6	39	13.5	1	5	16	95	3	1	0	1	4	1	3	5	32	1	3	3	Finland	F627
6	40	NA	NA	NA	NA	NA	NA	NA	NA	0	5	1	NA	NA	32	1	0	0	Finland	F627
7	36	9.8	7	5	14.4	95	1	1	1	1	1	2	2	5	32	1	3	3	Finland	F627
7	37	9.5	7	5	14	100	1	0	2	1	2	2	3	5	32	1	3	3	Finland	F627
7	38	NA	NA	NA	NA	NA	NA	NA	NA	0	3	2	NA	NA	32	1	0	0	Finland	F627
7	39	14.4	1	5	16.9	118	1	0	1	1	4	2	2	5	32	1	3	3	Finland	F627
7	40	10.3	9	5	15.5	99	1	0	0	1	5	2	2	6	32	1	3	3	Finland	F627
8	36	13.6	1	5	16.3	114	1	0	0	1	1	3	1	5	32	1	3	3	Finland	F627
8	37	16.8	1	5	18	130	2	0	0	1	2	3	1	5	32	1	3	3	Finland	F627
8	38	10.5	1	5	14.6	98	1	2	3	1	3	3	3	5	32	1	3	3	Finland	F627
8	39	11	1	5	15.2	102	2	1	1	1	4	3	2	5	32	1	3	3	Finland	F627
8	40	4.4	7	5	6.9	37	1	1	2	1	5	3	3	5	32	1	2	3	Finland	F627
9	36	7.9	1	5	10.8	100	1	1	5	1	1	4	4	5	32	1	2	3	Finland	F627
9	37	10.9	7	5	16.5	58	1	1	2	1	2	4	3	5	32	1	3	3	Finland	F627
9	38	NA	NA	NA	NA	NA	NA	NA	NA	0	3	4	NA	NA	32	1	0	0	Finland	F627
9	39	7.9	7	5	14.4	80	1	2	2	1	4	4	3	5	32	1	3	3	Finland	F627
9	40	10.8	1	5	15.7	87	1	0	0	1	5	4	1	5	32	1	3	3	Finland	F627
10	36	12	1	5	16.9	98	1	1	3	1	1	5	2	5	32	1	3	3	Finland	F627
10	37	12.2	1	5	16.2	115	2	0	0	1	2	5	2	5	32	1	3	3	Finland	F627
10	38	12.5	7	5	17	80	1	1	1	1	3	5	2	5	32	1	3	3	Finland	F627
10	39	10	5	5	15.5	87	1	1	0	1	4	5	4	5	32	1	3	3	Finland	F627
10	40	12.4	1	5	16.4	79	1	0	1	1	5	5	2	5	32	1	3	3	Finland	F627
11	36	4.3	1	5	6.4	42	1	1	2	1	1	1	3	5	33	6	3	3	Finland	F627
11	37	NA	NA	NA	NA	NA	NA	NA	NA	0	2	1	NA	NA	33	6	0	0	Finland	F627
11	38	4.5	7	5	7.2	60	1	0	2	1	3	1	3	5	33	6	3	3	Finland	F627
11	39	8.4	1	5	14.2	72	1	1	2	1	4	1	3	5	33	6	3	2	Finland	F627
11	40	10.3	1	5	14.9	55	1	0	2	1	5	1	3	5	33	6	3	3	Finland	F627
12	36	14.3	1	5	15.4	97	1	1	0	1	1	2	2	5	33	6	3	3	Finland	F627
12	37	5.7	7	5	10.9	16	2	0	1	1	2	2	2	5	33	6	3	2	Finland	F627
12	38	7.6	1	5	13.1	76	2	2	3	1	3	2	3	5	33	6	3	3	Finland	F627
12	39	2.2	9	5	4.8	40	1	1	1	1	4	2	3	5	33	6	2	1	Finland	F627
12	40	10.4	5	5	14.1	91	1	0	3	1	5	2	3	3	33	6	3	3	Finland	F627
13	36	10.6	1	5	14.3	88	1	2	3	1	1	3	3	5	33	6	3	3	Finland	F627
13	37	10.4	5	5	15.3	87	1	2	3	1	2	3	3	5	33	6	3	3	Finland	F627
13	38	10.1	9	5	13.6	48	1	1	1	1	3	3	2	5	33	6	3	2	Finland	F627
13	39	10.8	1	5	14.8	70	1	2	2	1	4	3	3	5	33	6	3	3	Finland	F627
13	40	6.8	7	5	11.8	86	1	0	1	1	5	3	3	5	33	6	3	3	Finland	F627
14	36	9.1	7	5	12.9	76	1	1	1	1	1	4	4	4	33	6	3	3	Finland	F627
14	37	11.4	9	5	13.6	72	1	0	0	1	2	4	1	5	33	6	3	3	Finland	F627
14	38	7.7	9	5	12.4	115	1	1	2	1	3	4	2	5	33	6	3	3	Finland	F627
14	39	10.4	1	5	14.3	65	1	0	0	1	4	4	2	5	33	6	3	3	Finland	F627
14	40	8.6	5	5	12.9	91	1	1	1	1	5	4	3	5	33	6	3	3	Finland	F627
15	36	5.6	1	5	8.2	76	1	0	1	1	1	5	2	5	33	6	3	3	Finland	F627
15	37	5.5	9	5	9.3	56	1	0	1	1	2	5	2	5	33	6	2	3	Finland	F627
15	38	9.8	1	5	12.6	90	1	1	0	1	3	5	3	5	33	6	3	3	Finland	F627
15	39	2.8	7	5	5.8	53	1	1	1	1	4	5	4	5	33	6	2	2	Finland	F627
15	40	8.7	1	5	12.6	67	1	1	0	1	5	5	2	5	33	6	3	3	Finland	F627
16	36	14.8	5	5	16.4	116	5	1	2	1	1	1	3	3	34	10	3	3	Sweden	F627
16	37	14.7	9	5	15.9	114	4	0	2	1	2	1	3	4	34	10	3	3	Sweden	F627
16	38	11.3	5	5	14.2	104	4	1	2	1	3	1	3	5	34	10	3	3	Sweden	F627
16	39	6	9	5	11.3	52	2	0	0	1	4	1	4	5	34	10	3	2	Sweden	F627
16	40	NA	1	NA	NA	97	3	1	NA	1	5	1	4	NA	34	10	0	3	Sweden	F627
17	36	11.7	1	5	15.5	101	3	1	0	1	1	2	3	5	34	10	3	3	Sweden	F627
17	37	14.4	7	5	17.4	89	4	0	2	1	2	2	1	5	34	10	3	3	Sweden	F627
17	38	16	5	5	17.3	125	5	0	0	1	3	2	2	5	34	10	3	3	Sweden	F627
17	39	10.1	1	5	16.2	92	5	0	1	1	4	2	2	5	34	10	3	3	Sweden	F627
17	40	14.6	1	5	16.3	61	5	1	1	1	5	2	4	5	34	10	3	3	Sweden	F627
18	36	NA	5	NA	NA	94	5	2	NA	1	1	3	4	NA	34	10	0	2	Sweden	F627
18	37	7.2	1	5	10.5	69	4	0	2	1	2	3	2	5	34	10	3	1	Sweden	F627
18	38	3.8	NA	5	7.1	NA	NA	NA	1	0	3	3	NA	5	34	10	3	0	Sweden	F627
18	39	12	7	5	15.2	71	4	0	2	1	4	3	2	5	34	10	3	2	Sweden	F627
18	40	8.5	9	5	13.6	82	4	2	3	1	5	3	5	5	34	10	3	3	Sweden	F627
19	36	14.3	1	5	16	102	4	1	0	1	1	4	3	5	34	10	3	3	Sweden	F627
19	37	5	7	5	10	74	3	1	1	1	2	4	2	5	34	10	2	2	Sweden	F627
19	38	9.2	1	5	14.2	75	5	0	1	1	3	4	1	5	34	10	3	2	Sweden	F627
19	39	8.1	1	5	12.9	80	5	1	1	1	4	4	3	5	34	10	3	3	Sweden	F627
19	40	NA	NA	NA	NA	NA	NA	NA	NA	0	5	4	NA	NA	34	10	0	0	Sweden	F627
20	36	10.4	1	5	14.4	100	4	0	0	1	1	5	1	5	34	10	3	2	Sweden	F627
20	37	10.7	7	5	15.2	57	4	0	0	1	2	5	2	5	34	10	3	2	Sweden	F627
20	38	13.8	1	5	16.6	81	5	0	1	1	3	5	3	5	34	10	3	3	Sweden	F627
20	39	8.5	1	5	13.6	117	3	0	1	1	4	5	3	5	34	10	3	2	Sweden	F627
20	40	15.4	9	5	16	149	5	2	4	1	5	5	4	3	34	10	3	2	Sweden	F627
21	36	8.8	7	5	14.9	83	1	0	0	1	1	1	2	5	35	1	3	3	Finland	F627
21	37	NA	9	NA	NA	33	1	1	NA	1	2	1	2	NA	35	1	0	2	Finland	F627
21	38	12.6	5	5	17	117	2	0	0	1	3	1	1	5	35	1	3	3	Finland	F627
21	39	13.5	1	5	16.7	109	1	0	1	1	4	1	2	6	35	1	3	3	Finland	F627
21	40	10.2	1	5	14.3	119	1	1	3	1	5	1	4	5	35	1	3	3	Finland	F627
22	36	11.7	7	5	17.1	94	1	0	0	1	1	2	1	5	35	1	3	3	Finland	F627
22	37	12.3	1	5	17	103	2	0	0	1	2	2	2	5	35	1	3	3	Finland	F627
22	38	9.1	7	5	14.2	128	1	1	0	1	3	2	2	5	35	1	3	3	Finland	F627
22	39	9.9	9	5	15.2	103	1	2	3	1	4	2	3	5	35	1	3	3	Finland	F627
22	40	11.3	1	5	14.9	113	1	1	0	1	5	2	3	5	35	1	3	3	Finland	F627
23	36	13.1	7	5	17.5	109	2	1	0	1	1	3	3	5	35	1	3	3	Finland	F627
23	37	11.5	1	5	15.5	99	1	0	0	1	2	3	3	5	35	1	3	3	Finland	F627
23	38	5	5	5	9.3	81	1	0	3	1	3	3	1	5	35	1	2	3	Finland	F627
23	39	10.6	1	5	16.2	110	1	2	2	1	4	3	3	5	35	1	3	3	Finland	F627
23	40	15.4	7	7	17.7	73	2	0	1	1	5	3	1	8	35	1	3	3	Finland	F627
24	36	6.5	9	5	9.5	82	1	1	1	1	1	4	3	5	35	1	3	3	Finland	F627
24	37	8.1	7	5	13.2	113	1	0	2	1	2	4	2	5	35	1	3	3	Finland	F627
24	38	9.6	1	5	12.9	112	2	1	2	1	3	4	4	5	35	1	3	3	Finland	F627
24	39	10.8	9	5	15.1	102	1	1	2	1	4	4	3	5	35	1	3	3	Finland	F627
24	40	10.1	5	5	14.4	93	1	1	3	1	5	4	3	5	35	1	3	3	Finland	F627
25	36	15.8	1	5	17.5	137	2	1	0	1	1	5	2	5	35	1	3	3	Finland	F627
25	37	15.7	5	5	15.9	91	1	2	1	1	2	5	4	5	35	1	3	3	Finland	F627
25	38	NA	NA	NA	NA	NA	NA	NA	NA	0	3	5	NA	NA	35	1	0	0	Finland	F627
25	39	9.1	5	5	12.3	81	1	1	2	1	4	5	3	5	35	1	3	3	Finland	F627
25	40	12.5	5	5	15.5	94	2	0	0	1	5	5	1	5	35	1	3	3	Finland	F627
6	41	11.7	9	5	14.6	112	2	1	1	1	1	1	2	5	36	112	3	3	Sweden	F627
6	42	8.4	7	5	11.9	71	1	0	0	1	2	1	2	5	36	116	3	3	Sweden	F627
6	43	NA	NA	NA	NA	NA	NA	NA	NA	0	3	1	NA	NA	36	117	0	0	Sweden	F627
6	44	10.1	7	5	13.6	162	1	1	1	1	4	1	3	5	36	119	3	3	Sweden	F627
6	45	16.8	1	5	14.9	138	3	0	0	1	5	1	2	5	36	114	3	3	Sweden	F627
7	41	11.9	9	5	16	107	3	0	0	1	1	2	2	7	36	112	3	3	Sweden	F627
7	42	9.6	7	5	11.8	96	2	1	2	1	2	2	3	5	36	110	3	3	Sweden	F627
7	43	7.1	7	5	11.3	32	2	0	0	1	3	2	1	5	36	116	3	2	Sweden	F627
7	44	6	7	5	9	68	2	2	0	1	4	2	3	5	36	114	3	3	Sweden	F627
7	45	3.8	9	5	7	83	1	1	0	1	5	2	4	5	36	112	3	3	Sweden	F627
8	41	11.5	1	5	14.6	105	2	0	1	1	1	3	1	5	36	115	3	3	Sweden	F627
8	42	11	7	5	11.8	107	2	1	1	1	2	3	2	5	36	114	3	3	Sweden	F627
8	43	9.5	9	5	12.5	88	2	1	0	1	3	3	3	5	36	117	3	3	Sweden	F627
8	44	5.2	7	5	7.7	99	1	1	2	1	4	3	3	5	36	111	3	3	Sweden	F627
8	45	7.1	1	5	10.1	103	1	0	1	1	5	3	4	5	36	119	3	3	Sweden	F627
9	41	14.4	1	5	16.5	102	2	1	2	1	1	4	3	5	36	110	3	3	Sweden	F627
9	42	13.6	7	5	17.7	90	2	1	0	1	2	4	3	5	36	113	3	3	Sweden	F627
9	43	5.1	7	5	6.8	50	1	0	2	1	3	4	2	5	36	113	2	3	Sweden	F627
9	44	NA	1	NA	NA	65	1	0	NA	1	4	4	3	NA	36	111	0	3	Sweden	F627
9	45	10.4	1	5	11.7	80	1	1	1	1	5	4	3	5	36	114	3	3	Sweden	F627
10	41	10.6	5	5	12.8	101	3	0	1	1	1	5	3	5	36	114	3	3	Sweden	F627
10	42	12.6	1	5	16.1	66	2	1	3	1	2	5	3	5	36	113	3	3	Sweden	F627
10	43	12.5	5	5	12.8	109	3	2	1	1	3	5	4	5	36	116	3	3	Sweden	F627
10	44	7.3	7	5	11.3	62	1	1	2	1	4	5	3	5	36	115	3	3	Sweden	F627
10	45	10.1	5	5	12.7	76	1	1	2	1	5	5	3	5	36	112	3	3	Sweden	F627
11	41	8.1	1	5	12.7	81	1	0	0	1	1	1	2	5	37	4	3	2	Finland	F627
11	42	11.7	7	5	15.6	54	1	0	0	1	2	1	2	5	37	4	3	3	Finland	F627
11	43	14.1	1	5	16.3	98	2	0	0	1	3	1	1	5	37	4	3	3	Finland	F627
11	44	7.2	5	5	10.2	79	1	1	1	1	4	1	3	5	37	4	3	3	Finland	F627
11	45	12	1	5	11.8	111	1	1	0	1	5	1	2	5	37	4	3	3	Finland	F627
12	41	15.8	5	5	18.5	93	2	1	2	1	1	2	3	5	37	4	3	3	Finland	F627
12	42	10.7	9	5	16.6	90	1	0	0	1	2	2	2	5	37	4	3	3	Finland	F627
12	43	14.8	5	5	18.7	98	2	0	1	1	3	2	2	5	37	4	3	3	Finland	F627
12	44	20	5	5	17.8	122	2	0	0	1	4	2	3	5	37	4	3	3	Finland	F627
12	45	NA	1	NA	NA	78	1	2	NA	1	5	2	5	NA	37	4	0	2	Finland	F627
13	41	9.3	1	5	15.9	112	1	0	0	1	1	3	3	5	37	4	3	3	Finland	F627
13	42	10.3	7	5	17	75	1	1	1	1	2	3	2	5	37	4	3	3	Finland	F627
13	43	4.7	9	5	9.1	62	1	0	1	1	3	3	2	5	37	4	3	2	Finland	F627
13	44	14.3	1	5	16.8	80	1	0	0	1	4	3	2	5	37	4	3	3	Finland	F627
13	45	13.1	7	5	17.3	105	1	0	1	1	5	3	3	5	37	4	3	3	Finland	F627
14	41	13.8	5	5	17.3	106	1	0	1	1	1	4	2	5	37	4	3	3	Finland	F627
14	42	9	5	5	16.1	93	1	0	1	1	2	4	4	5	37	4	3	3	Finland	F627
14	43	13.2	1	5	17.5	108	1	1	0	1	3	4	2	5	37	4	3	3	Finland	F627
14	44	11.5	5	5	17.8	77	2	0	2	1	4	4	2	5	37	4	3	3	Finland	F627
14	45	10.9	1	5	15.9	81	2	1	1	1	5	4	3	5	37	4	3	3	Finland	F627
15	41	8.7	1	5	14.8	64	1	1	2	1	1	5	2	5	37	4	3	3	Finland	F627
15	42	12.1	7	5	17.4	69	2	1	2	1	2	5	1	5	37	4	3	3	Finland	F627
15	43	9.9	9	5	16.7	39	1	1	1	1	3	5	2	5	37	4	3	2	Finland	F627
15	44	11.2	1	5	17.2	112	2	0	2	1	4	5	2	5	37	4	3	3	Finland	F627
15	45	10.2	5	5	15.3	83	2	0	2	1	5	5	2	5	37	4	3	3	Finland	F627
16	41	12.8	7	5	16.1	107	1	0	2	1	1	1	2	5	38	7	3	3	Sweden	F627
16	42	10.2	5	5	16	110	1	1	1	1	2	1	3	5	38	7	3	3	Sweden	F627
16	43	8.7	1	5	14.9	80	1	0	1	1	3	1	2	5	38	7	3	3	Sweden	F627
16	44	11.7	7	5	16.7	104	2	0	1	1	4	1	2	5	38	7	3	3	Sweden	F627
16	45	7.1	7	5	13.2	79	1	0	1	1	5	1	3	5	38	7	3	3	Sweden	F627
17	41	7.7	1	5	13.1	100	1	0	2	1	1	2	2	5	38	7	3	3	Sweden	F627
17	42	7.7	5	5	13	121	1	1	2	1	2	2	3	5	38	7	3	3	Sweden	F627
17	43	7.1	7	5	9.7	69	1	1	2	1	3	2	3	5	38	7	3	3	Sweden	F627
17	44	12.1	1	5	16.5	80	2	0	0	1	4	2	3	5	38	7	3	3	Sweden	F627
17	45	9.3	7	5	15.2	83	1	1	2	1	5	2	2	5	38	7	3	3	Sweden	F627
18	41	12.7	9	5	16.2	98	2	1	1	1	1	3	2	5	38	7	3	3	Sweden	F627
18	42	12.3	7	5	15.3	91	1	1	3	1	2	3	3	5	38	7	3	3	Sweden	F627
18	43	12.5	7	5	16.4	99	1	1	3	1	3	3	2	5	38	7	3	3	Sweden	F627
18	44	14.7	5	5	17.3	95	2	0	1	1	4	3	1	5	38	7	3	3	Sweden	F627
18	45	6.4	7	5	11.4	103	1	2	3	1	5	3	4	5	38	7	3	3	Sweden	F627
19	41	5.6	9	5	10.7	35	1	0	1	1	1	4	3	5	38	7	3	3	Sweden	F627
19	42	6.4	9	5	11	81	2	0	2	1	2	4	2	5	38	7	3	3	Sweden	F627
19	43	14	5	5	17.1	98	1	2	1	1	3	4	3	5	38	7	3	3	Sweden	F627
19	44	6.2	9	5	12.3	58	1	0	2	1	4	4	2	5	38	7	3	3	Sweden	F627
19	45	7.6	7	5	13.3	105	1	0	3	1	5	4	4	5	38	7	3	3	Sweden	F627
20	41	13.9	9	5	16.4	107	1	1	2	1	1	5	3	5	38	7	3	3	Sweden	F627
20	42	12.3	1	5	16.6	90	2	1	3	1	2	5	4	5	38	7	3	2	Sweden	F627
20	43	12.3	1	5	16.5	77	2	1	2	1	3	5	3	5	38	7	3	2	Sweden	F627
20	44	12.5	5	5	15.7	102	1	2	2	1	4	5	5	5	38	7	3	3	Sweden	F627
20	45	12.6	5	5	15.7	95	2	0	2	1	5	5	3	5	38	7	3	3	Sweden	F627
21	41	0	7	NA	NA	105	1	0	NA	1	1	1	3	NA	39	122	0	3	Sweden	F627
21	42	9.3	7	5	14.6	70	1	0	2	1	2	1	2	5	39	120	3	3	Sweden	F627
21	43	12.3	9	5	15.5	94	1	1	1	1	3	1	3	5	39	128	3	3	Sweden	F627
21	44	9.3	5	5	13.2	115	1	0	2	1	4	1	3	5	39	124	3	3	Sweden	F627
21	45	8.6	1	5	11.6	115	1	2	3	1	5	1	4	5	39	126	3	3	Sweden	F627
22	41	NA	NA	NA	NA	14	NA	NA	NA	1	1	2	NA	NA	39	120	0	2	Sweden	F627
22	42	8	7	5	11	71	1	0	2	1	2	2	2	5	39	127	3	3	Sweden	F627
22	43	9	5	5	13.3	86	1	0	1	1	3	2	2	5	39	125	3	3	Sweden	F627
22	44	15.1	5	5	15	97	2	1	2	1	4	2	3	5	39	128	3	3	Sweden	F627
22	45	5.9	1	5	8.3	74	2	1	0	1	5	2	3	5	39	122	2	3	Sweden	F627
23	41	5.1	7	5	10.8	28	1	0	1	1	1	3	2	5	39	125	3	3	Sweden	F627
23	42	12.7	1	5	14.3	85	1	2	2	1	2	3	4	5	39	121	3	3	Sweden	F627
23	43	6.2	9	5	9.5	66	1	1	2	1	3	3	4	5	39	123	3	3	Sweden	F627
23	44	10.8	1	5	12.8	51	2	1	4	1	4	3	3	5	39	129	3	3	Sweden	F627
23	45	11.2	1	5	13.1	62	1	0	1	1	5	3	2	5	39	129	3	3	Sweden	F627
24	41	10.2	7	5	12.9	94	1	0	1	1	1	4	3	5	39	121	3	3	Sweden	F627
24	42	10.2	7	5	13.1	55	2	1	2	1	2	4	2	5	39	123	3	3	Sweden	F627
24	43	NA	7	NA	NA	39	2	1	NA	1	3	4	3	NA	39	122	0	3	Sweden	F627
24	44	11.5	9	5	13.2	90	1	2	3	1	4	4	4	5	39	127	3	3	Sweden	F627
24	45	7.9	1	5	12.5	75	1	1	0	1	5	4	3	5	39	127	3	3	Sweden	F627
25	41	8.5	7	5	11.7	70	1	1	2	1	1	5	2	5	39	126	3	3	Sweden	F627
25	42	10.7	1	5	12.8	95	2	1	3	1	2	5	4	5	39	124	3	3	Sweden	F627
25	43	9.9	1	5	13.2	85	1	0	1	1	3	5	3	5	39	123	3	3	Sweden	F627
25	44	9.6	5	5	11.2	69	1	2	2	1	4	5	4	3	39	125	3	3	Sweden	F627
25	45	11.4	9	5	14.3	82	1	1	2	1	5	5	3	5	39	121	3	3	Sweden	F627
6	46	5.1	1	5	7.2	74	1	1	1	1	1	1	3	5	40	146	3	3	Sweden	F627
6	47	4.2	1	5	6.3	113	1	2	3	1	2	1	4	5	40	145	3	3	Sweden	F627
6	48	5.8	5	5	8.8	118	1	1	1	1	3	1	3	5	40	147	3	3	Sweden	F627
6	49	NA	7	NA	NA	95	1	1	NA	1	4	1	4	NA	40	149	0	3	Sweden	F627
6	50	NA	NA	NA	NA	NA	NA	NA	NA	0	5	1	NA	NA	40	144	0	0	Sweden	F627
7	46	4	7	5	6.5	91	1	0	0	1	1	2	2	5	40	142	3	3	Sweden	F627
7	47	9.4	7	5	10	106	1	1	0	1	2	2	2	5	40	144	3	3	Sweden	F627
7	48	6	7	5	8.3	64	1	1	0	1	3	2	2	5	40	149	3	3	Sweden	F627
7	49	4.1	1	5	6.5	58	1	2	2	1	4	2	3	5	40	145	3	3	Sweden	F627
7	50	7.9	7	5	9.9	78	2	1	1	1	5	2	3	5	40	146	3	3	Sweden	F627
8	46	8.1	1	5	8.7	81	1	1	3	1	1	3	2	5	40	144	3	3	Sweden	F627
8	47	3.4	7	5	6.3	75	1	1	0	1	2	3	3	5	40	142	3	3	Sweden	F627
8	48	4.4	7	5	NA	106	1	1	1	1	3	3	4	5	40	140	3	3	Sweden	F627
8	49	5.1	1	5	6.7	80	1	1	1	1	4	3	3	5	40	149	3	3	Sweden	F627
8	50	0.6	NA	5	2.7	60	NA	NA	1	1	5	3	NA	5	40	142	2	3	Sweden	F627
9	46	4.5	5	5	5.8	106	1	2	3	1	1	4	4	5	40	140	3	3	Sweden	F627
9	47	10.4	5	5	11.6	114	2	2	0	1	2	4	3	5	40	145	3	3	Sweden	F627
9	48	7.6	7	5	9.7	73	1	1	0	1	3	4	3	5	40	148	3	3	Sweden	F627
9	49	NA	NA	NA	NA	32	NA	NA	NA	1	4	4	NA	NA	40	146	0	1	Sweden	F627
9	50	2.1	1	5	4.3	52	1	0	1	1	5	4	2	5	40	143	2	3	Sweden	F627
10	46	6.5	1	5	8.8	86	2	2	8	1	1	5	4	5	40	147	3	3	Sweden	F627
10	47	12.9	1	5	13.8	87	2	0	1	1	2	5	2	5	40	147	3	3	Sweden	F627
10	48	6.9	7	5	9.2	100	1	1	2	1	3	5	3	5	40	148	3	3	Sweden	F627
10	49	6.6	7	5	7.6	87	1	0	1	1	4	5	3	5	40	143	3	3	Sweden	F627
10	50	3.4	9	5	5.5	91	1	0	3	1	5	5	2	5	40	143	3	3	Sweden	F627
11	46	7.1	1	5	11.7	73	1	2	1	1	1	1	4	5	41	2	3	3	Finland	F627
11	47	6.9	7	5	12.1	61	1	1	0	1	2	1	3	5	41	2	3	3	Finland	F627
11	48	14	1	5	15.9	82	2	0	1	1	3	1	1	5	41	2	3	3	Finland	F627
11	49	12.4	5	5	15.3	114	1	1	1	1	4	1	3	5	41	2	3	3	Finland	F627
11	50	6.5	7	5	10.1	77	1	0	0	1	5	1	2	5	41	2	3	3	Finland	F627
12	46	6.4	1	5	9.8	70	1	1	2	1	1	2	3	5	41	2	3	3	Finland	F627
12	47	5.8	7	5	9.4	95	1	1	2	1	2	2	2	5	41	2	3	3	Finland	F627
12	48	13.9	5	5	15.8	98	1	0	0	1	3	2	3	5	41	2	3	3	Finland	F627
12	49	5.1	9	5	9	71	1	0	1	1	4	2	1	5	41	2	3	3	Finland	F627
12	50	NA	NA	NA	NA	NA	NA	NA	NA	0	5	2	NA	NA	41	2	0	0	Finland	F627
13	46	11.4	1	5	17	88	2	0	2	1	1	3	2	5	41	2	3	3	Finland	F627
13	47	7.7	1	5	9.6	85	1	2	2	1	2	3	3	5	41	2	2	3	Finland	F627
13	48	12.5	1	5	16.1	98	1	0	1	1	3	3	2	5	41	2	3	3	Finland	F627
13	49	10.1	7	5	13.8	81	1	0	1	1	4	3	1	5	41	2	3	3	Finland	F627
13	50	8.1	7	5	11.7	101	1	1	0	1	5	3	3	5	41	2	3	3	Finland	F627
14	46	11.4	7	5	15.4	78	1	2	3	1	1	4	4	5	41	2	3	3	Finland	F627
14	47	8	1	5	12.9	99	1	1	0	1	2	4	4	5	41	2	3	3	Finland	F627
14	48	9.6	5	5	14.9	96	1	0	0	1	3	4	3	5	41	2	3	3	Finland	F627
14	49	10.1	7	5	14.1	87	1	1	1	1	4	4	2	5	41	2	3	3	Finland	F627
14	50	15	1	5	15.8	78	2	1	1	1	5	4	2	5	41	2	3	3	Finland	F627
15	46	9.1	1	5	15.7	72	1	0	0	1	1	5	2	5	41	2	3	3	Finland	F627
15	47	12.4	1	5	15.8	82	2	1	1	1	2	5	3	5	41	2	3	3	Finland	F627
15	48	NA	7	NA	NA	93	1	1	NA	1	3	5	2	NA	41	2	0	3	Finland	F627
15	49	11.5	7	5	17.1	96	2	1	0	1	4	5	3	5	41	2	3	3	Finland	F627
15	50	11.2	1	5	14	104	1	2	1	1	5	5	4	5	41	2	3	3	Finland	F627
16	46	11.5	5	5	16.6	105	2	0	0	1	1	1	2	5	42	3	3	3	Finland	F627
16	47	10.1	7	5	16.4	71	1	1	1	1	2	1	2	5	42	3	3	3	Finland	F627
16	48	12.6	1	5	16.7	112	2	1	1	1	3	1	2	5	42	3	3	3	Finland	F627
16	49	11.5	7	5	15.7	103	1	0	2	1	4	1	3	5	42	3	3	3	Finland	F627
16	50	7.6	7	5	11.8	100	1	0	0	1	5	1	1	5	42	3	3	3	Finland	F627
